locus_tag	ftype	length_bp	gene	EC_number	COG	product
janth_10_00001	CDS	1002	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
janth_10_00002	tRNA	76				tRNA-Thr(cgt)
janth_10_00003	CDS	969		phrog_1		integrase
janth_10_00004	CDS	258		phrog_4996		hypothetical protein
janth_10_00005	CDS	231				hypothetical protein
janth_10_00006	CDS	177				hypothetical protein
janth_10_00007	CDS	642				hypothetical protein
janth_10_00008	CDS	2118		phrog_4715		ParB-like partition protein
janth_10_00009	CDS	204				hypothetical protein
janth_10_00010	CDS	333				hypothetical protein
janth_10_00011	CDS	144				hypothetical protein
janth_10_00012	CDS	480				hypothetical protein
janth_10_00013	CDS	255				hypothetical protein
janth_10_00014	CDS	693		phrog_4		transcriptional repressor
janth_10_00015	CDS	468		phrog_101		CII-like transcriptional activator
janth_10_00016	CDS	447				hypothetical protein
janth_10_00017	CDS	2811		phrog_2249		DNA primase
janth_10_00018	CDS	297				hypothetical protein
janth_10_00019	CDS	645		phrog_17923		hypothetical protein
janth_10_00020	CDS	426		phrog_2323		HNH endonuclease
janth_10_00021	CDS	567		phrog_83		terminase small subunit
janth_10_00022	CDS	1737		phrog_9		terminase large subunit
janth_10_00023	CDS	1314		phrog_12		portal protein
janth_10_00024	CDS	708		phrog_94		head maturation protease
janth_10_00025	CDS	1221		phrog_10		major head protein
janth_10_00026	CDS	384				hypothetical protein
janth_10_00027	CDS	1746				hypothetical protein
janth_10_00028	CDS	156				hypothetical protein
janth_10_00029	CDS	555		phrog_442		head-tail adaptor
janth_10_00030	CDS	351		phrog_25		head closure Hc1
janth_10_00031	CDS	510		phrog_5		tail completion or Neck1 protein
janth_10_00032	CDS	396		phrog_347		tail terminator
janth_10_00033	CDS	408				hypothetical protein
janth_10_00034	CDS	171				hypothetical protein
janth_10_00035	CDS	942		phrog_290		minor tail protein
janth_10_00036	CDS	399				hypothetical protein
janth_10_00037	CDS	330				hypothetical protein
janth_10_00038	CDS	3216		phrog_8125		tail length tape measure protein
janth_10_00039	CDS	1725		phrog_24709		tail length tape measure protein
janth_10_00040	CDS	903		phrog_8917		hypothetical protein
janth_10_00041	CDS	1011				hypothetical protein
janth_10_00042	CDS	285				hypothetical protein
janth_10_00043	CDS	738				hypothetical protein
janth_10_00044	CDS	831		phrog_8610		hypothetical protein
janth_10_00045	CDS	1185		phrog_4492		tail fiber protein
janth_10_00046	CDS	192		phrog_20370		hypothetical protein
janth_10_00047	CDS	429		phrog_1024		hypothetical protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
janth_11_00001	CDS	1029				hypothetical protein
janth_11_00002	CDS	1032		phrog_1		integrase
janth_11_00003	CDS	246		phrog_8896		excisionase
janth_11_00004	CDS	213				hypothetical protein
janth_11_00005	CDS	153				hypothetical protein
janth_11_00006	CDS	1839		phrog_91		nicking at origin of replication
janth_11_00007	CDS	354				hypothetical protein
janth_11_00008	CDS	402				hypothetical protein
janth_11_00009	CDS	264		phrog_603		transcriptional regulator
janth_11_00010	CDS	189		phrog_9850		hypothetical protein
janth_11_00011	CDS	204		phrog_4113		hypothetical protein
janth_11_00012	CDS	204				hypothetical protein
janth_11_00013	CDS	1704		phrog_4740		hypothetical protein
janth_11_00014	CDS	1272		phrog_52		tail protein
janth_11_00015	CDS	609		phrog_76		tail protein
janth_11_00016	CDS	2871		phrog_5690		hypothetical protein
janth_11_00017	CDS	309		phrog_103		tail protein
janth_11_00018	CDS	510		phrog_55		head closure
janth_11_00019	CDS	1176		phrog_23		tail sheath
janth_11_00020	CDS	489				hypothetical protein
janth_11_00021	CDS	1545		phrog_327		tail protein
janth_11_00022	CDS	621		phrog_48		tail protein
janth_11_00023	CDS	912		phrog_4226		baseplate protein
janth_11_00024	CDS	345		phrog_43		baseplate wedge subunit
janth_11_00025	CDS	573		phrog_9992		baseplate assembly protein
janth_11_00026	CDS	678		phrog_4646		transposase
janth_11_00027	CDS	468		phrog_36427		hypothetical protein
janth_11_00028	CDS	489		phrog_65		tail terminator
janth_11_00029	CDS	513		phrog_2466		Rz-like spanin
janth_11_00030	CDS	561		phrog_12853		hypothetical protein
janth_11_00031	CDS	372		phrog_1024		hypothetical protein
janth_11_00032	CDS	210		phrog_46		tail protein
janth_11_00033	CDS	495		phrog_71		head-tail adaptor Ad1
janth_11_00034	CDS	717		phrog_74		terminase small subunit
janth_11_00035	CDS	1020		phrog_70		major head protein
janth_11_00036	CDS	789		phrog_73		head scaffolding protein
janth_11_00037	CDS	1905		phrog_5751		terminase large subunit
janth_11_00038	CDS	1071		phrog_68		portal protein
janth_11_00039	CDS	216		phrog_54		DksA-like zinc-finger protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
janth_12_00001	CDS	1035		phrog_1		integrase
janth_12_00002	CDS	336				hypothetical protein
janth_12_00003	CDS	483				hypothetical protein
janth_12_00004	CDS	684				hypothetical protein
janth_12_00005	CDS	1335		phrog_1313		DNA helicase
janth_12_00006	CDS	201				hypothetical protein
janth_12_00007	CDS	228				hypothetical protein
janth_12_00008	CDS	486				hypothetical protein
janth_12_00009	CDS	1698		phrog_25788		tail fiber protein
janth_12_00010	CDS	2151		phrog_3513		endolysin
janth_12_00011	CDS	1947				hypothetical protein
janth_12_00012	CDS	756		phrog_424		phosphoadenosine phosphosulfate reductase
janth_12_00013	CDS	1536		phrog_6121		virion structural protein
janth_12_00014	CDS	237				hypothetical protein
janth_12_00015	CDS	480		phrog_4470		acyl-CoA N-acyltransferase
janth_12_00016	CDS	1650		phrog_5107		amidase
janth_12_00017	CDS	714		phrog_6013		tail protein
janth_12_00018	CDS	693		phrog_20268		hypothetical protein
janth_12_00019	CDS	633				hypothetical protein
janth_12_00020	CDS	972		phrog_9953		major head protein
janth_12_00021	CDS	228				hypothetical protein
janth_12_00022	CDS	1023				hypothetical protein
janth_12_00023	CDS	369				hypothetical protein
janth_12_00024	CDS	2097		phrog_12082		portal protein
janth_12_00025	CDS	1470		phrog_2		terminase large subunit
janth_12_00026	CDS	402				hypothetical protein
janth_12_00027	CDS	426				hypothetical protein
janth_12_00028	CDS	315		phrog_10171		hypothetical protein
janth_12_00029	CDS	891		phrog_29321		hypothetical protein
janth_12_00030	CDS	771				hypothetical protein
janth_12_00031	CDS	756		phrog_1305		DNA binding protein
janth_12_00032	CDS	207				hypothetical protein
janth_12_00033	CDS	423				hypothetical protein
janth_12_00034	CDS	432				hypothetical protein
janth_12_00035	CDS	189				hypothetical protein
janth_12_00036	CDS	471				hypothetical protein
janth_12_00037	CDS	693				hypothetical protein
janth_12_00038	CDS	360				hypothetical protein
janth_12_00039	CDS	483				hypothetical protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
janth_13_00001	CDS	2838				hypothetical protein
janth_13_00002	CDS	2253		phrog_10401		ATPase
janth_13_00003	CDS	537				Aspartyl/Asparaginyl beta-hydroxylase
janth_13_00004	CDS	813		phrog_24927		hypothetical protein
janth_13_00005	CDS	645		phrog_24927		hypothetical protein
janth_13_00006	CDS	945				hypothetical protein
janth_13_00007	CDS	3519		phrog_1980		tail fiber protein
janth_13_00008	CDS	810				hypothetical protein
janth_13_00009	CDS	978				hypothetical protein
janth_13_00010	CDS	1122				hypothetical protein
janth_13_00011	CDS	3063				hypothetical protein
janth_13_00012	CDS	198				hypothetical protein
janth_13_00013	CDS	390		phrog_261		baseplate wedge subunit
janth_13_00014	CDS	414				PAAR motif protein
janth_13_00015	CDS	597				Type VI secretion system/phage-baseplate injector OB domain protein
janth_13_00016	CDS	1047		phrog_52		tail protein
janth_13_00017	CDS	642				Contractile injection system tube protein
janth_13_00018	CDS	1146				hypothetical protein
janth_13_00019	CDS	513				T4-like virus tail tube protein gp19
janth_13_00020	CDS	111				hypothetical protein
janth_13_00021	CDS	384				hypothetical protein
janth_13_00022	CDS	447		phrog_4542		tail tube protein
janth_13_00023	CDS	1659		phrog_23		tail sheath
janth_13_00024	CDS	579				hypothetical protein
janth_13_00025	CDS	630				hypothetical protein
janth_13_00026	CDS	849				hypothetical protein
janth_13_00027	CDS	630				hypothetical protein
janth_13_00028	CDS	387				hypothetical protein
janth_13_00029	CDS	414				hypothetical protein
janth_13_00030	CDS	741		phrog_3282		sigma factor
locus_tag	ftype	length_bp	gene	EC_number	COG	product
janth_14_00001	CDS	216		phrog_54		DksA-like zinc-finger protein
janth_14_00002	CDS	1065		phrog_68		portal protein
janth_14_00003	CDS	1905		phrog_5751		terminase large subunit
janth_14_00004	CDS	789		phrog_73		head scaffolding protein
janth_14_00005	CDS	1020		phrog_70		major head protein
janth_14_00006	CDS	717		phrog_74		terminase small subunit
janth_14_00007	CDS	495		phrog_71		head-tail adaptor Ad1
janth_14_00008	CDS	216		phrog_46		tail protein
janth_14_00009	CDS	372		phrog_1024		hypothetical protein
janth_14_00010	CDS	561		phrog_12853		hypothetical protein
janth_14_00011	CDS	513		phrog_2466		Rz-like spanin
janth_14_00012	CDS	489		phrog_65		tail terminator
janth_14_00013	CDS	468		phrog_36427		hypothetical protein
janth_14_00014	CDS	669		phrog_9992		baseplate assembly protein
janth_14_00015	CDS	345		phrog_43		baseplate wedge subunit
janth_14_00016	CDS	879		phrog_4226		baseplate protein
janth_14_00017	CDS	1467		phrog_48		tail protein
janth_14_00018	CDS	381				hypothetical protein
