locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_100_00001	CDS	2499		phrog_114		ATP-dependent DNA ligase
amPh_100_00002	CDS	915		phrog_4873		Ku-like DNA end binding protein
amPh_100_00003	CDS	243				hypothetical protein
amPh_100_00004	CDS	1884		phrog_23		tail sheath
amPh_100_00005	CDS	519		phrog_4542		tail tube protein
amPh_100_00006	CDS	714				hypothetical protein
amPh_100_00007	CDS	858				hypothetical protein
amPh_100_00008	CDS	1170				hypothetical protein
amPh_100_00009	CDS	2052		phrog_10401		ATPase
amPh_100_00010	CDS	246				hypothetical protein
amPh_100_00011	CDS	669				hypothetical protein
amPh_100_00012	CDS	273				hypothetical protein
amPh_100_00013	CDS	1146				hypothetical protein
amPh_100_00014	CDS	588				Type VI secretion system/phage-baseplate injector OB domain protein
amPh_100_00015	CDS	327				hypothetical protein
amPh_100_00016	CDS	393		phrog_261		baseplate wedge subunit
amPh_100_00017	CDS	2547		phrog_6		baseplate protein
amPh_100_00018	CDS	2664		phrog_219		baseplate wedge subunit
amPh_100_00019	CDS	2331				hypothetical protein
amPh_100_00020	tRNA	95				tRNA-Arg(tcg)
amPh_100_00021	CDS	1296				hypothetical protein
amPh_100_00022	CDS	2238				hypothetical protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_101_00001	CDS	666		phrog_38247		hypothetical protein
amPh_101_00002	CDS	663		phrog_4		transcriptional repressor
amPh_101_00003	CDS	171				hypothetical protein
amPh_101_00004	CDS	756		phrog_846		hypothetical protein
amPh_101_00005	CDS	384		phrog_5249		hypothetical protein
amPh_101_00006	CDS	213				hypothetical protein
amPh_101_00007	CDS	438		phrog_532		late transcriptional activator
amPh_101_00008	CDS	504		phrog_7		endolysin
amPh_101_00009	CDS	615		phrog_1403		Rz-like spanin
amPh_101_00010	CDS	387		phrog_462		lipoprotein
amPh_101_00011	CDS	432				hypothetical protein
amPh_101_00012	CDS	564		phrog_490		portal protein
amPh_101_00013	CDS	204				hypothetical protein
amPh_101_00014	CDS	1098		phrog_165		tail sheath
amPh_101_00015	CDS	372		phrog_185		tail tube protein
amPh_101_00016	CDS	366		phrog_508		tail assembly chaperone
amPh_101_00017	CDS	99				hypothetical protein
amPh_101_00018	CDS	1746		phrog_973		tail length tape measure protein
amPh_101_00019	CDS	1287		phrog_184		DNA circularization
amPh_101_00020	CDS	1095		phrog_177		tail protein
amPh_101_00021	CDS	543				Bacteriophage Mu Gp45 spike protein
amPh_101_00022	CDS	351		phrog_180		tail protein
amPh_101_00023	CDS	1071		phrog_6		baseplate protein
amPh_101_00024	CDS	576		phrog_203		tail protein
amPh_101_00025	CDS	1197		phrog_1858		tail fiber protein
amPh_101_00026	CDS	552		phrog_105		tail fiber assembly
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_102_00001	CDS	1794		phrog_67		DNA methyltransferase
amPh_102_00002	CDS	2685		phrog_16		DNA helicase
amPh_102_00003	CDS	4212		phrog_25411		hypothetical protein
amPh_102_00004	CDS	1212		phrog_18146		DNA methyltransferase
amPh_102_00005	CDS	516		phrog_4952		signal peptide motif protein
amPh_102_00006	CDS	513		phrog_7		endolysin
amPh_102_00007	CDS	222		phrog_1356		holin
amPh_102_00008	CDS	303		phrog_10540		hypothetical protein
amPh_102_00009	CDS	351		phrog_5363		hypothetical protein
amPh_102_00010	CDS	621		phrog_19440		hypothetical protein
amPh_102_00011	CDS	2274		phrog_1101		tail protein
amPh_102_00012	CDS	207		phrog_1196		tail assembly chaperone
amPh_102_00013	CDS	228		phrog_1180		tail assembly chaperone
amPh_102_00014	CDS	789		phrog_778		tail assembly protein
amPh_102_00015	CDS	1569		phrog_1082		tail assembly protein
amPh_102_00016	CDS	1059		phrog_2448		hypothetical protein
amPh_102_00017	CDS	2706		phrog_13338		hypothetical protein
amPh_102_00018	CDS	642		phrog_6367		hypothetical protein
amPh_102_00019	CDS	159		phrog_13355		hypothetical protein
amPh_102_00020	CDS	402		phrog_1442		tail assembly chaperone
amPh_102_00021	CDS	753		phrog_807		major tail protein with Ig-like domain protein
amPh_102_00022	CDS	198		phrog_3357		hypothetical protein
amPh_102_00023	CDS	426		phrog_4204		tail terminator
amPh_102_00024	CDS	279		phrog_10473		hypothetical protein
amPh_102_00025	CDS	1023		phrog_29		major head protein
amPh_102_00026	CDS	378		phrog_49		head decoration
amPh_102_00027	CDS	1326		phrog_53		head maturation protease
amPh_102_00028	CDS	1509		phrog_21		portal protein
amPh_102_00029	CDS	222		phrog_2545		head-tail adaptor Ad1
amPh_102_00030	CDS	393		phrog_11355		tail fiber protein
amPh_102_00031	CDS	492		phrog_4757		hypothetical protein
amPh_102_00032	CDS	1950		phrog_15		terminase large subunit
amPh_102_00033	CDS	567		phrog_57		terminase small subunit
amPh_102_00034	CDS	207		phrog_2555		hypothetical protein
amPh_102_00035	CDS	579		phrog_10315		hypothetical protein
amPh_102_00036	CDS	366		phrog_8020		hypothetical protein
amPh_102_00037	CDS	225				hypothetical protein
amPh_102_00038	CDS	1236		phrog_498		DNA methyltransferase
amPh_102_00039	CDS	1422		phrog_498		DNA methyltransferase
amPh_102_00040	CDS	429		phrog_6836		hypothetical protein
amPh_102_00041	CDS	477		phrog_18320		hypothetical protein
amPh_102_00042	CDS	2301		phrog_6088		DNA primase
amPh_102_00043	CDS	246				hypothetical protein
amPh_102_00044	CDS	735		phrog_1990		Cas4-domain exonuclease
amPh_102_00045	CDS	501		phrog_21342		hypothetical protein
amPh_102_00046	CDS	627		phrog_2300		hypothetical protein
amPh_102_00047	CDS	855		phrog_124		Sak4-like ssDNA annealing protein
amPh_102_00048	CDS	759		phrog_130		anti-repressor Ant
amPh_102_00049	CDS	477		phrog_2480		hypothetical protein
amPh_102_00050	CDS	258				hypothetical protein
amPh_102_00051	CDS	936				hypothetical protein
amPh_102_00052	CDS	1422				hypothetical protein
amPh_102_00053	CDS	813				hypothetical protein
amPh_102_00054	CDS	279				Helix-turn-helix
amPh_102_00055	CDS	192				hypothetical protein
amPh_102_00056	CDS	456		phrog_11806		hypothetical protein
amPh_102_00057	CDS	1371		phrog_95		integrase
amPh_102_00058	CDS	369		phrog_14161		recombinase
amPh_102_00059	CDS	480		phrog_14161		recombinase
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_103_00001	CDS	249		phrog_6857		hypothetical protein
amPh_103_00002	CDS	444		phrog_14675		hypothetical protein
amPh_103_00003	CDS	393		phrog_536		transcriptional regulator
amPh_103_00004	CDS	252		phrog_8554		hypothetical protein
amPh_103_00005	CDS	588				hypothetical protein
amPh_103_00006	CDS	234				ABC-three component (ABC-3C) system Middle Component 6
amPh_103_00007	CDS	1695		phrog_5467		hypothetical protein
amPh_103_00008	CDS	339		phrog_1853		hypothetical protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_104_00001	CDS	759		phrog_26040		hypothetical protein
amPh_104_00002	CDS	261		phrog_1300		excisionase
amPh_104_00003	CDS	201				hypothetical protein
amPh_104_00004	CDS	729		phrog_874		hypothetical protein
amPh_104_00005	CDS	330				hypothetical protein
amPh_104_00006	CDS	306				hypothetical protein
amPh_104_00007	CDS	639		phrog_255		exonuclease
amPh_104_00008	CDS	522		phrog_318		deoxyribonucleoside 5' monophosphate phosphatase
amPh_104_00009	CDS	255		phrog_10846		hypothetical protein
amPh_104_00010	CDS	645		phrog_4		transcriptional repressor
amPh_104_00011	CDS	198		phrog_409		transcriptional regulator
amPh_104_00012	CDS	468		phrog_101		CII-like transcriptional activator
amPh_104_00013	CDS	180				hypothetical protein
amPh_104_00014	CDS	738		phrog_8540		replication initiation O-like protein
amPh_104_00015	CDS	750		phrog_50		DnaC-like helicase loader
amPh_104_00016	CDS	354		phrog_25381		hypothetical protein
amPh_104_00017	CDS	372		phrog_362		transcriptional repressor
amPh_104_00018	CDS	372		phrog_1324		transcriptional activator
amPh_104_00019	CDS	1011		phrog_96		HNH endonuclease
amPh_104_00020	CDS	432		phrog_79		anti-termination protein Q-like protein
amPh_104_00021	CDS	408		phrog_497		toxin-antitoxin system HicB-like protein
amPh_104_00022	CDS	180		phrog_353		toxin
amPh_104_00023	CDS	408		phrog_497		toxin-antitoxin system HicB-like protein
amPh_104_00024	CDS	288		phrog_8894		hypothetical protein
amPh_104_00025	CDS	249		phrog_20		holin
amPh_104_00026	CDS	420		phrog_214		Rz-like spanin
amPh_104_00027	CDS	228				hypothetical protein
amPh_104_00028	CDS	360				hypothetical protein
amPh_104_00029	CDS	207		phrog_10235		hypothetical protein
amPh_104_00030	CDS	351		phrog_144		HNH endonuclease
amPh_104_00031	CDS	474		phrog_83		terminase small subunit
amPh_104_00032	CDS	1728		phrog_9		terminase large subunit
amPh_104_00033	CDS	1305		phrog_12		portal protein
amPh_104_00034	CDS	849		phrog_1684		head maturation protease
amPh_104_00035	CDS	1221		phrog_10		major head protein
amPh_104_00036	CDS	270		phrog_5463		hypothetical protein
amPh_104_00037	CDS	327		phrog_40		head-tail adaptor Ad1
amPh_104_00038	CDS	225		phrog_2612		hypothetical protein
amPh_104_00039	CDS	333		phrog_25		head closure Hc1
amPh_104_00040	CDS	483		phrog_5		tail completion or Neck1 protein
amPh_104_00041	CDS	369		phrog_78		tail terminator
amPh_104_00042	CDS	495		phrog_158		major tail protein
amPh_104_00043	CDS	351		phrog_1749		tail assembly chaperone
amPh_104_00044	CDS	264		phrog_337		tail protein
amPh_104_00045	CDS	378				hypothetical protein
amPh_104_00046	CDS	2430		phrog_2854		tail length tape measure protein
amPh_104_00047	CDS	471		phrog_384		virion structural protein
amPh_104_00048	CDS	483		phrog_396		minor tail protein
amPh_104_00049	CDS	381		phrog_329		minor tail protein
amPh_104_00050	CDS	3081		phrog_469		tail protein
amPh_104_00051	CDS	2148		phrog_20911		tail spike protein
amPh_104_00052	CDS	453				hypothetical protein
amPh_104_00053	CDS	405				hypothetical protein
amPh_104_00054	CDS	240		phrog_3893		hypothetical protein
amPh_104_00055	CDS	393		phrog_811		UmuD-like protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_105_00001	CDS	918				Nickel/cobalt transporter regulator
amPh_105_00002	CDS	741		phrog_61		2OG-Fe(II) oxygenase
amPh_105_00003	CDS	1752		phrog_2484		RecJ-like ssDNA exonuclease
amPh_105_00004	tRNA	75				tRNA-Glu(ttc)
amPh_105_00005	CDS	771				hypothetical protein
amPh_105_00006	CDS	198				hypothetical protein
amPh_105_00007	CDS	1092		phrog_1		integrase
amPh_105_00008	CDS	249				hypothetical protein
amPh_105_00009	CDS	129				hypothetical protein
amPh_105_00010	CDS	510				hypothetical protein
amPh_105_00011	CDS	360		phrog_4212		hypothetical protein
amPh_105_00012	CDS	180				hypothetical protein
amPh_105_00013	CDS	420				hypothetical protein
amPh_105_00014	CDS	2721		phrog_1139		DNA primase
amPh_105_00015	CDS	342		phrog_603		transcriptional regulator
amPh_105_00016	CDS	498		phrog_38866		hypothetical protein
amPh_105_00017	CDS	255				hypothetical protein
amPh_105_00018	CDS	285		phrog_35		transcriptional repressor
amPh_105_00019	CDS	450		phrog_4		transcriptional repressor
amPh_105_00020	CDS	474				hypothetical protein
amPh_105_00021	CDS	1032		phrog_52		tail protein
amPh_105_00022	CDS	390		phrog_76		tail protein
amPh_105_00023	CDS	2430		phrog_28		tail length tape measure protein
amPh_105_00024	CDS	360		phrog_103		tail protein
amPh_105_00025	CDS	198				hypothetical protein
amPh_105_00026	CDS	516		phrog_55		head closure
amPh_105_00027	CDS	1188		phrog_23		tail sheath
amPh_105_00028	CDS	360		phrog_43		baseplate wedge subunit
amPh_105_00029	CDS	546		phrog_9992		baseplate assembly protein
amPh_105_00030	CDS	2352				hypothetical protein
amPh_105_00031	CDS	2253				hypothetical protein
amPh_105_00032	CDS	1014		phrog_15547		hypothetical protein
amPh_105_00033	CDS	654		phrog_48		tail protein
amPh_105_00034	CDS	900		phrog_4226		baseplate protein
amPh_105_00035	CDS	819		phrog_7688		hypothetical protein
amPh_105_00036	CDS	666		phrog_36427		hypothetical protein
amPh_105_00037	CDS	510		phrog_65		tail terminator
amPh_105_00038	CDS	201				hypothetical protein
amPh_105_00039	CDS	474				hypothetical protein
amPh_105_00040	CDS	519		phrog_33534		hypothetical protein
amPh_105_00041	CDS	345		phrog_2359		holin
amPh_105_00042	CDS	213		phrog_46		tail protein
amPh_105_00043	CDS	480		phrog_71		head-tail adaptor Ad1
amPh_105_00044	CDS	216				hypothetical protein
amPh_105_00045	CDS	864		phrog_74		terminase small subunit
amPh_105_00046	CDS	1053		phrog_70		major head protein
amPh_105_00047	CDS	837		phrog_73		head scaffolding protein
amPh_105_00048	CDS	1821		phrog_5751		terminase large subunit
amPh_105_00049	CDS	1047		phrog_68		portal protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_106_00001	CDS	411				hypothetical protein
amPh_106_00002	CDS	360				hypothetical protein
amPh_106_00003	CDS	243				hypothetical protein
amPh_106_00004	CDS	189		phrog_353		toxin
amPh_106_00005	CDS	384		phrog_497		toxin-antitoxin system HicB-like protein
amPh_106_00006	CDS	1146		phrog_3333		O-acetyltransferase
amPh_106_00007	CDS	3198				hypothetical protein
amPh_106_00008	CDS	240				hypothetical protein
amPh_106_00009	CDS	369				hypothetical protein
amPh_106_00010	CDS	657		phrog_29753		hypothetical protein
amPh_106_00011	CDS	300				hypothetical protein
amPh_106_00012	CDS	489				hypothetical protein
amPh_106_00013	CDS	537		phrog_2618		hypothetical protein
amPh_106_00014	CDS	432				hypothetical protein
amPh_106_00015	CDS	3444		phrog_6278		hypothetical protein
amPh_106_00016	CDS	5403		phrog_7740		tail length tape measure protein
amPh_106_00017	CDS	420				hypothetical protein
amPh_106_00018	CDS	447				hypothetical protein
amPh_106_00019	CDS	456		phrog_158		major tail protein
amPh_106_00020	CDS	183				hypothetical protein
amPh_106_00021	CDS	402				hypothetical protein
amPh_106_00022	CDS	531				hypothetical protein
amPh_106_00023	CDS	399				hypothetical protein
amPh_106_00024	CDS	534		phrog_442		head-tail adaptor
amPh_106_00025	CDS	297				hypothetical protein
amPh_106_00026	CDS	1263		phrog_10		major head protein
amPh_106_00027	CDS	864		phrog_1684		head maturation protease
amPh_106_00028	CDS	1320		phrog_12		portal protein
amPh_106_00029	CDS	1809		phrog_9		terminase large subunit
amPh_106_00030	CDS	432		phrog_83		terminase small subunit
amPh_106_00031	CDS	267				hypothetical protein
amPh_106_00032	CDS	333		phrog_589		HNH endonuclease
amPh_106_00033	CDS	207				hypothetical protein
amPh_106_00034	CDS	576				hypothetical protein
amPh_106_00035	CDS	660				hypothetical protein
amPh_106_00036	CDS	786		phrog_363		DNA methyltransferase
amPh_106_00037	CDS	192				hypothetical protein
amPh_106_00038	CDS	474		phrog_4786		cysteine dioxygenase
amPh_106_00039	CDS	267		phrog_4212		hypothetical protein
amPh_106_00040	CDS	372				hypothetical protein
amPh_106_00041	CDS	534				hypothetical protein
amPh_106_00042	CDS	195				hypothetical protein
amPh_106_00043	CDS	234				hypothetical protein
amPh_106_00044	CDS	165				hypothetical protein
amPh_106_00045	CDS	489				hypothetical protein
amPh_106_00046	CDS	177				hypothetical protein
amPh_106_00047	CDS	663		phrog_4		transcriptional repressor
amPh_106_00048	CDS	414		phrog_27141		hypothetical protein
amPh_106_00049	CDS	252				hypothetical protein
amPh_106_00050	CDS	501				hypothetical protein
amPh_106_00051	CDS	246				hypothetical protein
amPh_106_00052	CDS	321				hypothetical protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_107_00001	CDS	867				hypothetical protein
amPh_107_00002	CDS	573				hypothetical protein
amPh_107_00003	CDS	573				hypothetical protein
amPh_107_00004	CDS	2220		phrog_31539		hypothetical protein
amPh_107_00005	CDS	3516				hypothetical protein
amPh_107_00006	CDS	279		phrog_680		tail length tape measure protein
amPh_107_00007	CDS	336				hypothetical protein
amPh_107_00008	CDS	942				hypothetical protein
amPh_107_00009	CDS	186				hypothetical protein
amPh_107_00010	CDS	435		phrog_209		portal protein
amPh_107_00011	CDS	429		phrog_195		head-tail adaptor
amPh_107_00012	CDS	981				hypothetical protein
amPh_107_00013	CDS	900		phrog_371		major head protein
amPh_107_00014	CDS	405		phrog_1731		virion structural protein
amPh_107_00015	CDS	1056		phrog_328		head maturation protease
amPh_107_00016	CDS	504		phrog_26		tail completion or Neck1 protein
amPh_107_00017	CDS	1266		phrog_220		head morphogenesis
amPh_107_00018	CDS	1563		phrog_113		portal protein
amPh_107_00019	CDS	1629		phrog_2		terminase large subunit
amPh_107_00020	CDS	573		phrog_426		terminase small subunit
amPh_107_00021	CDS	291		phrog_436		hypothetical protein
amPh_107_00022	CDS	162				hypothetical protein
amPh_107_00023	CDS	309		phrog_436		hypothetical protein
amPh_107_00024	CDS	345				hypothetical protein
amPh_107_00025	CDS	375				hypothetical protein
amPh_107_00026	CDS	582		phrog_315		endolysin
amPh_107_00027	CDS	366		phrog_836		late transcriptional activator
amPh_107_00028	CDS	168				hypothetical protein
amPh_107_00029	CDS	696		phrog_286		hypothetical protein
amPh_107_00030	CDS	171				hypothetical protein
amPh_107_00031	CDS	150				hypothetical protein
amPh_107_00032	CDS	963		phrog_296		DNA transposition protein
amPh_107_00033	CDS	168				hypothetical protein
amPh_107_00034	CDS	1953		phrog_310		transposase
amPh_107_00035	CDS	459		phrog_2345		unknown function
amPh_107_00036	CDS	231				hypothetical protein
amPh_107_00037	CDS	213				hypothetical protein
amPh_107_00038	CDS	213				hypothetical protein
amPh_107_00039	CDS	510				LexA DNA binding domain protein
amPh_107_00040	CDS	963		phrog_3264		ParB-like partition protein
amPh_107_00041	CDS	267		phrog_769		transcriptional repressor
amPh_107_00042	CDS	579				hypothetical protein
amPh_107_00043	CDS	324				hypothetical protein
amPh_107_00044	CDS	363		phrog_80		head maturation protease
amPh_107_00045	CDS	318		phrog_10540		hypothetical protein
amPh_107_00046	CDS	1122		phrog_12		portal protein
amPh_107_00047	CDS	1323		phrog_979		terminase large subunit
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_108_00001	tRNA	77				tRNA-Arg(cct)
amPh_108_00002	CDS	768		phrog_1		integrase
amPh_108_00003	CDS	303				hypothetical protein
amPh_108_00004	CDS	177				hypothetical protein
amPh_108_00005	CDS	192				hypothetical protein
amPh_108_00006	CDS	252				hypothetical protein
amPh_108_00007	CDS	255				hypothetical protein
amPh_108_00008	CDS	123				hypothetical protein
amPh_108_00009	CDS	432				hypothetical protein
amPh_108_00010	CDS	447				hypothetical protein
amPh_108_00011	CDS	402				hypothetical protein
amPh_108_00012	CDS	540				hypothetical protein
amPh_108_00013	CDS	711		phrog_4		transcriptional repressor
amPh_108_00014	CDS	216				hypothetical protein
amPh_108_00015	CDS	231				hypothetical protein
amPh_108_00016	CDS	279				hypothetical protein
amPh_108_00017	CDS	375				hypothetical protein
amPh_108_00018	CDS	669		phrog_799		DNA methyltransferase
amPh_108_00019	CDS	432				hypothetical protein
amPh_108_00020	CDS	405				hypothetical protein
amPh_108_00021	CDS	756		phrog_345		replication initiation O-like protein
amPh_108_00022	CDS	261				hypothetical protein
amPh_108_00023	CDS	543		phrog_6386		transcription antiterminator
amPh_108_00024	CDS	261				hypothetical protein
amPh_108_00025	CDS	474		phrog_57		terminase small subunit
amPh_108_00026	CDS	2034		phrog_15		terminase large subunit
amPh_108_00027	CDS	225				hypothetical protein
amPh_108_00028	CDS	1521		phrog_21		portal protein
amPh_108_00029	CDS	2187		phrog_133		head maturation protease
amPh_108_00030	CDS	303				hypothetical protein
amPh_108_00031	CDS	339		phrog_122		head decoration
amPh_108_00032	CDS	258				hypothetical protein
amPh_108_00033	CDS	318		phrog_7787		hypothetical protein
amPh_108_00034	CDS	648		phrog_6367		hypothetical protein
amPh_108_00035	CDS	441		phrog_4204		tail terminator
amPh_108_00036	CDS	972		phrog_290		minor tail protein
amPh_108_00037	CDS	561				hypothetical protein
amPh_108_00038	CDS	156				hypothetical protein
amPh_108_00039	CDS	2664		phrog_16823		tail length tape measure protein
amPh_108_00040	CDS	597		phrog_1302		distal tail protein
amPh_108_00041	CDS	600		phrog_2048		tail protein
amPh_108_00042	CDS	135				hypothetical protein
amPh_108_00043	CDS	354		phrog_914		hypothetical protein
amPh_108_00044	CDS	2934		phrog_5616		tail fiber protein
amPh_108_00045	CDS	573				hypothetical protein
amPh_108_00046	CDS	573				hypothetical protein
amPh_108_00047	CDS	1014				hypothetical protein
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_109_00001	CDS	717		phrog_15646		hypothetical protein
amPh_109_00002	CDS	1656		phrog_6841		hypothetical protein
amPh_109_00003	CDS	906		phrog_8745		tail fiber protein
amPh_109_00004	CDS	369				hypothetical protein
amPh_109_00005	CDS	402				hypothetical protein
amPh_109_00006	CDS	210				hypothetical protein
amPh_109_00007	CDS	597		phrog_3377		HNH endonuclease
amPh_109_00008	CDS	426		phrog_7		endolysin
amPh_109_00009	CDS	441		phrog_447		NAD synthetase
amPh_109_00010	CDS	771				hypothetical protein
amPh_109_00011	CDS	774				hypothetical protein
amPh_109_00012	CDS	624				hypothetical protein
amPh_109_00013	CDS	273				hypothetical protein
amPh_109_00014	CDS	243				hypothetical protein
amPh_109_00015	CDS	750				hypothetical protein
